Date,Open,High,Low,Close,Volume
18/1/2022,86.87000275,86.97000122,85.33999634,85.55000305,6824700
22/10/2021,95.93361537,97.9062828,95.86387476,97.88636017,6819600
23/2/2022,74.06999969,74.37999725,72.34999847,72.47000122,6807100
7/12/2021,89.64697234,90.39419646,88.87981798,89.71671295,6803700
17/8/2021,90.33897772,91.12332629,89.72341857,90.299263,6738500
18/5/2021,78.13660571,78.61142321,77.5430895,77.83985138,6643100
13/8/2021,89.97162568,90.68646779,89.30641371,89.7333374,6640400
17/5/2021,78.02778796,78.67076695,77.99811328,78.22563171,6637900
8/2/2022,80.29000092,80.86000061,79.80000305,80.79000092,6585300
20/10/2021,96.90998364,97.60739738,95.89376218,96.28231812,6574100
6/8/2021,88.60149068,89.23691091,88.18449757,88.87948608,6513900
22/11/2021,93.38309404,95.31590863,93.06427872,94.25983429,6488200
12/11/2021,93.94101838,94.12035247,93.08420077,93.19379425,6435300
28/7/2021,87.27108595,87.32072366,86.49666798,86.55623627,6396800
10/2/2022,82.75,83.77999878,81.62000275,81.84999847,6336300
24/8/2021,88.57170906,89.00856332,87.83700582,87.91643524,6320100
7/2/2022,82.13999939,82.25,80.66000366,80.73999786,6292200
17/11/2021,95.40558167,95.7841725,94.4690583,94.97717285,6257600
2/11/2021,93.3830959,95.56498525,93.15394382,95.51517487,6229600
16/2/2022,79.47000122,79.77999878,78.22000122,79.19000244,6227000
21/10/2021,96.21257797,96.47161779,95.35576036,95.94358063,6224400
29/7/2021,87.0526589,87.62851087,86.70516462,87.00301361,6201400
5/11/2021,95.84394533,96.192656,93.75171928,94.59857178,6160200
28/4/2021,74.34798214,74.45678677,73.85338409,73.96218872,6107800
9/11/2021,94.75798598,95.25613541,93.71186913,94.23990631,6102600
14/1/2022,87.48000336,88.09999847,86.66000366,87.69000244,6054800
13/1/2022,88.73000336,88.91999817,87.55000305,87.79000092,6044300
27/10/2021,96.45168768,96.93987958,95.64468806,95.67457581,5941200
31/12/2021,87.72411728,87.77392766,86.85733454,86.88722229,5908200
4/11/2021,95.87383976,96.25243058,94.96720418,95.27605438,5857500
12/1/2022,88.88999939,89.51999664,87.66999817,88.30999756,5840300
10/11/2021,93.75171676,94.49894087,93.01445776,93.48271942,5828800
9/8/2021,88.81992064,89.8226963,88.4624958,89.2567749,5798700
25/8/2021,87.91643255,88.2639268,87.42001002,87.9859314,5748500
3/11/2021,96.14283912,96.51147244,94.39931614,95.79413605,5746400
18/11/2021,94.79783855,94.97717265,93.1539439,94.30965424,5725300
15/2/2022,79.38999939,79.93000031,79.20999908,79.76999664,5712800
15/11/2021,93.4727556,93.9011644,92.57608514,93.67201233,5700900
12/8/2021,88.47243087,89.33620886,88.03557658,89.16741943,5687200
29/12/2021,88.17244962,88.85989827,87.39533772,87.88352203,5628500
19/10/2021,96.64099202,96.91995449,95.96350847,96.70076752,5616500
28/12/2021,89.36800098,89.46763695,88.19236807,88.32189178,5610500
28/6/2021,77.64200717,78.11682466,77.4837397,77.65190125,5605400
2/8/2021,87.10230316,87.30086915,86.46687534,86.97322845,5579100
4/2/2022,82.02999878,82.91000366,81.47000122,82.11000061,5570200
10/8/2021,88.46249707,89.47520332,88.29371522,88.99863434,5473300
27/8/2021,88.15471778,88.87949047,87.97600536,88.71070862,5426800
29/6/2021,77.69146668,77.74092196,76.97924424,77.25621796,5392900
14/2/2022,79.58000183,79.73000336,78.44000244,78.94999695,5389800
30/8/2021,88.8199205,89.33620419,88.66106923,88.80998993,5357000
28/10/2021,96.29228402,97.33839324,95.57494764,95.87384033,5177200
25/10/2021,98.07566212,98.58376906,97.18895674,97.5276947,5083100
8/11/2021,94.8974658,94.8974658,93.96094244,94.78787231,5056400
26/11/2021,92.54619854,93.73179659,91.72923379,91.98827362,4519300
11/11/2021,93.76168855,94.40928435,93.45283833,93.69194794,3620600
