Date,Open,High,Low,Close,Volume
10/3/2021,135.4476278,137.1345183,135.0507177,136.5292206,4519600
20/10/2021,157.8554333,158.1542163,156.6802392,157.8056335,4487000
16/11/2021,168.5617158,173.2923991,168.5617158,171.1312256,4401000
2/12/2021,166.5997301,169.8564364,166.32087,169.30867,4398900
14/5/2021,133.304281,135.6262368,133.0165235,134.882019,4367900
27/7/2021,163.8792952,164.6647796,161.6520745,163.630722,4359000
9/11/2021,170.5535879,173.222682,170.2548048,173.1131439,4343000
4/2/2022,145.0390317,146.1465052,143.3129747,145.0589905,4313400
24/5/2021,132.0738532,133.3142162,131.7860805,133.0264435,4313200
3/9/2021,162.5363157,163.5023722,161.5603053,162.625946,4254500
10/9/2021,163.582048,164.9863177,162.7753445,162.9247284,4252100
23/7/2021,163.4119997,165.5000052,162.795528,165.4105225,4217700
27/10/2021,162.9844747,163.392811,161.0025772,161.6897736,4163900
28/5/2021,135.462422,136.5660874,135.313269,135.6811676,4153500
6/1/2022,161.7209676,162.8184694,158.6978672,160.6733551,4144600
12/3/2021,138.9206294,139.8236171,137.5314292,139.367157,4143200
28/7/2021,163.5512057,164.9531468,163.143542,164.5156708,4093600
6/8/2021,173.3648297,173.3847198,171.7143006,171.813736,4088700
11/8/2021,171.0183097,172.2313478,169.9643621,170.2924805,4078300
26/8/2021,168.4132821,168.5524825,165.3210316,165.9673157,4069600
18/11/2021,171.6291934,172.7546029,169.6672035,170.653183,4044200
20/8/2021,165.3210227,167.051082,164.475868,166.8323364,4039100
12/8/2021,169.9146498,170.3422035,168.5126937,169.6660767,3997100
17/11/2021,170.9021654,172.0375288,169.5576493,171.0415955,3940200
17/5/2021,135.2789219,136.013222,134.4553192,135.3583069,3934200
25/10/2021,162.5661903,164.0600903,161.9985163,163.5521698,3878200
7/2/2022,144.9692097,145.787335,143.8916666,144.8095703,3877500
23/12/2021,165.8715128,166.7794447,165.0633593,165.2928314,3876900
26/7/2021,164.7642225,165.5795345,162.8850103,164.1477509,3858800
15/11/2021,169.0098795,169.6671992,167.8346855,168.1633453,3856700
29/12/2021,166.6896384,169.4134187,166.2207072,168.3957367,3830900
5/8/2021,170.4316814,173.0068954,170.2029832,172.8577576,3824000
23/8/2021,168.4828643,169.9245854,168.2144011,168.7513275,3796500
27/12/2021,166.140902,167.3082365,165.1032611,167.1984863,3769300
7/6/2021,133.2352035,134.4283515,132.6883396,133.1854858,3765000
28/10/2021,162.3470833,163.9306288,162.1478997,163.7911987,3762000
10/8/2021,170.5808345,172.9671458,170.4515716,171.2867889,3747100
9/8/2021,171.5154717,172.0722731,170.6404893,170.7896423,3612800
1/11/2021,167.1176182,168.1135515,165.2153819,165.653595,3610800
29/7/2021,164.9531358,166.0766913,164.446052,166.0369263,3605600
17/8/2021,170.5609413,170.7200317,168.4132808,169.6859741,3602900
30/8/2021,167.2072344,167.7251239,165.8926104,167.3466644,3537100
16/8/2021,169.7257372,171.4160315,168.6916796,171.3762665,3530200
24/8/2021,168.6320211,169.8947617,167.9260667,169.0098419,3133100
27/8/2021,166.5897617,167.3865113,165.6037823,166.8984985,3012400
25/8/2021,169.0297264,169.7157907,168.5624077,168.870636,3003800
13/8/2021,169.4771548,170.7399106,167.8166882,170.710083,2966200
31/12/2021,167.1785157,167.3381551,165.8315984,166.2905426,2752000
30/12/2021,167.9268136,169.7326904,166.8193401,167.1086884,2666800
28/12/2021,167.4179856,167.866958,165.9214005,166.0411224,2658600
